origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,base_80_80_covered,base_80_80_status,generation_method,pi_low_for_base_covered,pi_high_for_base_uncovered,base_solution_file
11,12,409,410,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
11,13,409,412,10.000000,0.15000000,1.50000000,8.50000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
11,14,409,414,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,1,410,393,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,2,410,394,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,3,410,395,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,4,410,396,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,5,410,397,18.000000,0.15000000,2.70000000,15.30000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,6,410,398,6.000000,0.15000000,0.90000000,5.10000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,7,410,399,15.000000,0.15000000,2.25000000,12.75000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,8,410,401,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,9,410,407,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,10,410,408,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,11,410,409,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,13,410,412,13.000000,0.15000000,1.95000000,11.05000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
12,14,410,414,5.000000,0.85000000,4.25000000,0.75000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,1,412,393,6.000000,0.85000000,5.10000000,0.90000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,2,412,394,7.000000,0.85000000,5.95000000,1.05000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,3,412,395,8.000000,0.85000000,6.80000000,1.20000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,4,412,396,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,5,412,397,13.000000,0.15000000,1.95000000,11.05000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,6,412,398,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,7,412,399,20.000000,0.15000000,3.00000000,17.00000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,8,412,401,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,9,412,407,3.000000,0.85000000,2.55000000,0.45000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,10,412,408,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,11,412,409,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,12,412,410,11.000000,0.15000000,1.65000000,9.35000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
13,14,412,414,12.000000,0.85000000,10.20000000,1.80000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,1,414,393,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,2,414,394,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,3,414,395,4.000000,0.85000000,3.40000000,0.60000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,4,414,396,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,5,414,397,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,6,414,398,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,7,414,399,6.000000,0.85000000,5.10000000,0.90000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,9,414,407,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,10,414,408,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,11,414,409,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,12,414,410,3.000000,0.85000000,2.55000000,0.45000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
14,13,414,412,7.000000,0.85000000,5.95000000,1.05000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/small_task3_baseline_80_80.json
