od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,service_capacity_ratio,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required,reference_path_used
7->2,7,2,399,394,12.0,0.30328925,3.6394710000000003,8.360529,0.0,False,1.0,0.0,1653.7366460937708,1653.7366460937708,1984.4839753125248,0.0,330.7473292187542,True
7->3,7,3,399,395,12.0,0.54711912,6.565429439999999,5.434570560000001,1.0,True,0.16586295218767502,0.834137047812325,1488.2091697805927,1488.2091697805927,1785.8510037367112,246.838766372578,297.64183395611855,False
7->4,7,4,399,396,12.0,0.44997298,5.39967576,6.600324239999999,1.0,True,0.19359090993250436,0.8064090900674956,1275.0534953249537,1275.0534953249537,1530.0641943899443,246.838766372578,255.01069906499075,False
7->5,7,5,399,397,42.0,0.42246314,17.743451880000002,24.256548119999998,1.0,True,0.192351443527923,0.807648556472077,828.6674511387129,828.6674511387129,994.4009413664554,159.395380431136,165.73349022774258,False
7->6,7,6,399,398,35.0,0.38875732,13.6065062,21.393493799999998,0.0,False,1.0,0.0,1029.960758201397,1029.960758201397,1235.9529098416765,0.0,205.99215164027942,True
7->8,7,8,399,401,25.0,0.41215018,10.3037545,14.6962455,1.0,True,0.19916859673523502,0.800831403264765,1225.750582565236,1189.84270608514,1427.8112473021679,236.979302106632,237.96854121702802,False
7->9,7,9,399,407,4.0,0.30650117,1.22600468,2.77399532,1.0,True,0.19657591856526543,0.8034240814347345,1692.8716575472918,1658.4295620004586,1990.1154744005503,326.007314526031,331.68591240009175,False
8->1,8,1,401,393,4.0,0.51071371,2.04285484,1.95714516,1.0,True,0.13026471048541025,0.8697352895145898,1914.173359178958,1729.7570559746396,2075.7084671695675,225.326302106632,345.9514111949279,False
8->10,8,10,401,408,6.0,0.34191468,2.0514880800000004,3.9485119199999996,1.0,True,0.10720466767794669,0.8927953323220533,440.767208463185,440.767208463185,528.9206501558219,47.252302106632,88.153441692637,False
8->11,8,11,401,409,1.0,0.36349341,0.36349341,0.63650659,1.0,True,0.05782383390077838,0.9421761660992216,817.1769133764741,817.1769133764741,980.6122960517689,47.252302106632,163.43538267529482,False
8->12,8,12,401,410,2.0,0.39574924,0.79149848,1.20850152,1.0,True,0.0439915210557035,0.9560084789442965,1190.931913376474,1074.1229439827641,1288.9475327793168,47.252302106632,214.82458879655283,False
8->13,8,13,401,412,2.0,0.28139916,0.56279832,1.43720168,1.0,True,0.043991725835454666,0.9560082741645454,1190.2369133764741,1074.1179439827638,1288.9415327793165,47.252302106632,214.82358879655277,False
8->14,8,14,401,414,1.0,0.43129395,0.43129395,0.5687060500000001,0.0,False,1.0,0.0,1784.422913376474,1667.613943982764,2001.1367327793168,0.0,333.52278879655285,True
8->2,8,2,401,394,2.0,0.35881301,0.71762602,1.28237398,1.0,True,0.16487922163278232,0.8351207783672177,2684.652714520661,2322.0523551919514,2786.4628262303418,382.85818491461794,464.4104710383903,False
8->3,8,3,401,395,2.0,0.5589267,1.1178534,0.8821466,1.0,True,0.1654812573579277,0.8345187426420723,1516.6449133764738,1479.2932203624243,1775.1518644349092,244.795302106632,295.8586440724849,False
8->5,8,5,401,397,3.0,0.42769204,1.28307612,1.7169238800000002,1.0,True,0.16413463403263182,0.8358653659673682,980.735188149364,945.6463144400582,1134.7755773280699,155.21331174492602,189.12926288801165,False
8->6,8,6,401,398,3.0,0.46263303,1.38789909,1.61210091,0.0,False,1.0,0.0,2077.841693390072,1745.7256487816699,2094.870778538004,0.0,349.145129756334,True
8->7,8,7,401,399,19.0,0.41255675,7.83857825,11.161421749999999,1.0,True,0.19916859673523496,0.800831403264765,1225.750582565236,1189.8427060851402,1427.811247302168,236.979302106632,237.96854121702805,False
8->9,8,9,401,407,1.0,0.36173442,0.36173442,0.63826558,1.0,True,0.14881368658140323,0.8511863134185967,847.645435185585,711.649774937216,853.9797299246592,105.903226563233,142.3299549874432,False
9->10,9,10,407,408,2.0,0.2018545,0.403709,1.596291,1.0,True,0.15532506777940785,0.8446749322205922,406.8782267224,377.601151540438,453.12138184852563,58.650924456601,75.5202303080876,False
9->11,9,11,407,409,1.0,0.30335415,0.30335415,0.69664585,1.0,True,0.11702103384304485,0.8829789661569551,534.8566924608169,501.199848697858,601.4398184374296,58.650924456601,100.2399697395716,False
9->12,9,12,407,410,3.0,0.29025272,0.8707581600000001,2.1292418399999997,0.0,False,1.0,0.0,379.07784869785803,379.07784869785803,454.8934184374296,0.0,75.81556973957161,True
9->13,9,13,407,412,7.0,0.16734187,1.17139309,5.8286069099999995,0.0,False,1.0,0.0,642.80785200039,627.026848697858,752.4322184374296,0.0,125.4053697395716,True
9->14,9,14,407,414,1.0,0.31228422,0.31228422,0.68771578,0.0,False,1.0,0.0,972.568848697858,972.568848697858,1167.0826184374296,0.0,194.51376973957161,True
9->2,9,2,407,394,1.0,0.23699045,0.23699045,0.76300955,1.0,True,0.17766931127545638,0.8223306887245436,2396.248493605004,2078.9904830098417,2494.78857961181,369.372807264587,415.7980966019684,False
9->3,9,3,407,395,3.0,0.41700523,1.25101569,1.74898431,1.0,True,0.15183807740674232,0.8481619225932577,1354.213366916456,1196.846848697858,1436.2162184374295,181.72692445660098,239.3693697395716,False
9->4,9,4,407,396,4.0,0.42070477,1.68281908,2.31718092,1.0,True,0.19956857864840935,0.8004314213515906,1184.741692460817,1035.287848697858,1242.3454184374295,206.610924456601,207.0575697395716,False
9->5,9,5,407,397,11.0,0.33101076,3.64111836,7.358881639999999,1.0,True,0.1878054568469898,0.8121945431530102,946.8462064085792,887.1517201475049,1064.5820641770058,166.611934094895,177.430344029501,False
9->6,9,6,407,398,5.0,0.28756262,1.4378131,3.5621869,1.0,True,0.19399878935164772,0.8060012106483523,2098.7611740154093,1805.9355999448217,2167.122719933786,350.349320036337,361.18711998896435,False
9->7,9,7,407,399,5.0,0.29171504,1.4585751999999998,3.5414248000000006,1.0,True,0.19596560242610775,0.8040343975738923,1692.871657547292,1663.5945823653299,1996.3134988383958,326.007314526031,332.718916473066,False
9->8,9,8,407,401,2.0,0.29368648,0.58737296,1.4126270399999998,1.0,True,0.1488136865814032,0.8511863134185969,847.645435185585,711.6497749372161,853.9797299246593,105.903226563233,142.32995498744322,False
