od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required
9->11,9,11,407,409,1.0,0.30335415,0.30335415,0.69664585,1.0,True,0.13070636532147256,517.84985200039,501.199848697858,601.4398184374296,65.510010522969,100.2399697395716
9->12,9,12,407,410,3.0,0.29025272,0.8707581600000001,2.1292418399999997,0.0,False,1.0,379.07784869785803,379.07784869785803,454.8934184374296,0.0,75.81556973957161
9->13,9,13,407,412,7.0,0.16734187,1.17139309,5.8286069099999995,1.0,True,0.10447720166849817,642.80785200039,627.026848697858,752.4322184374296,65.510010522969,125.4053697395716
9->14,9,14,407,414,1.0,0.31228422,0.31228422,0.68771578,0.0,False,1.0,974.6288486978581,972.568848697858,1167.0826184374296,0.0,194.51376973957161
9->2,9,2,407,394,1.0,0.23699045,0.23699045,0.76300955,1.0,True,0.03191190181761401,2366.9079765570455,2078.9904830098417,2494.78857961181,66.344540173564,415.7980966019684
9->3,9,3,407,395,3.0,0.41700523,1.25101569,1.74898431,1.0,True,0.05473549986302959,1351.777526456029,1196.846848697858,1436.2162184374295,65.510010522969,239.3693697395716
9->4,9,4,407,396,4.0,0.42070477,1.68281908,2.31718092,1.0,True,0.06327709786738515,1053.67785200039,1035.287848697858,1242.3454184374295,65.510010522969,207.0575697395716
9->5,9,5,407,397,11.0,0.33101076,3.64111836,7.358881639999999,1.0,True,0.07478375870424174,917.5691312266171,887.1517201475049,1064.5820641770058,66.344540173564,177.430344029501
9->6,9,6,407,398,5.0,0.28756262,1.4378131,3.5621869,1.0,True,0.036274832017803176,1973.8447754209792,1805.9355999448217,2167.122719933786,65.510010522969,361.18711998896435
9->7,9,7,407,399,5.0,0.29171504,1.4585751999999998,3.5414248000000006,1.0,True,0.039880233367455484,1663.5945823653299,1663.5945823653299,1996.3134988383958,66.344540173564,332.718916473066
9->8,9,8,407,401,2.0,0.29368648,0.58737296,1.4126270399999998,1.0,True,0.09322639100028819,818.368360003623,711.6497749372161,853.9797299246593,66.344540173564,142.32995498744322
